Id,Pattern presented,Description,Source 1,Source 2,Publication Year,Field of origin,Source 1,Source 2,,,,,
Pattern271,Brand integrated content,As manufacturer of other products create content for the sole basis of product placement,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern272,Breakthrough markets,Invest in opening new markets to gain at least a temporary monopoly,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern273,Bricks + clicks,"Integrate both an online (clicks) and an offline (bricks) presence to browse, order, and pick up products",P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern274,Brokerage,"Bring together and facilitate transactions between buyers and sellers, charging a fee for each succesful transaction",P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern275,Bundle elements together,Make purchasing simple and more complete by packaging related products together,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern276,Business intelligence,"Gather secondary and primary information about competitors, markets, customers, and other entities to predict important information",P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern277,Buy/sell fulfilment,"Take customer orders to buy or sell a product or service, including terms like price and delivery",P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern278,Buying club,Round up buyers with attractive prices and use purchase volume to gain discounts,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern279,Channel maximization,Leverage as many channels as possible to maximize revenues,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern280,Classifieds,List items for sale or things of interest and charge listing or membership fees in exchange,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern281,Collaboration platforms,Provide a set of tools and an information environment for collaboration between enterprises,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern282,Connection,Provide physical and/or virtual network infrastructure to gain (internet) access,P20,,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049",#N/D,,,,,
Pattern283,Content provider,"Provide content such as information, digital products, and services",P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern284,Content-targeted advertising,Identify the meaning of a web page and then automatically deliver relevant ads when a user visits that page,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern285,Context,Sort and/or aggregate available online information,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern286,Contextual mobile advertising,"Tailor advertising to the context, e.g., location, preferences, or status",P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern287,Contractor,"Sell services provided primarily by people, such as consulting, construction, education, personal care, package delivery, live entertainment, or healthcare",P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern288,Cool brands,Earn premium prices with competitive products through expert brand marketing,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern289,Cost leadership,Keep variable costs low and sell high volumes at low prices,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern290,Cost reduction (through the internet),Use the internet to reduce cost and thus increase efficiency,P20,,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049",#N/D,,,,,
Pattern291,Cross selling,Offer complementary products in addition to the standard offering,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern292,Crowdsourcing,"Solve a problem by outsourcing it to the crowd (e.g., an internet community)",P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern293,Custom suppliers,"Design, produce, and distribute customized products and services",P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern294,Custom suppliers of hardware,Produce and customize IT equipment or components,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern295,Custom suppliers of software,Create and customize software and license / sell it,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern296,Customer loyalty,Increase customer loyalty by reward programs,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern297,Customer relationship management (through digital technologies),"Retain and grow business and individual customers through strategies that ensure their satisfaction with the company and its products, e.g., by collecting and integrating all information on each customer tough point",P20,,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049",#N/D,,,,,
Pattern298,Database marketing,"Collect, analyse and disseminate electronic information about customers, prospects, and products to increase profits",P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern299,De facto standard,"Develop and use proprietary component technology to provide high product functionality, but also license it broadly throughout the industry to establish it as the dominant design",P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern300,Dealer support (throught the internet),Use the internet to indirectly support sales partners,P20,,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049",#N/D,,,,,
Pattern301,Demand collection system,Let prospective buyers make a final bid for a specified good or service and arrange fulfilment,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern302,Dial down features,"Target less-demanding consumers with products or services that may not be superior but are adequate and perhaps more convenient, simple, etc.",P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern303,Digital add-on,"A physical asset is sold at a small margin; over time, the customer can purchase or activate any number of digital services with a higher margin",P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern304,Digital lock-in,Use digital technologies to limit the compatibility of physical products and thus lock customers to your ecosystem,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern305,Digital infrastructure retailers,Take control of inventory and sell digital infrastructure,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern306,Digital service provider,Produce and deliver a wide range of services online,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern307,Digitally-charged products,Charge classic physical products with a bundle of new sensor-based digital services and position them with new value propositions,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern308,Digitization,Offer a traditionally physical product as a digital version,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern309,Disaggregated pricing,Allow customers to buy exactly - and only - what they want,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern310,Disintermediation,Deliver a product or service that has traditionally gone through an intermediary directly to a customer,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern311,Distributive network,"Provide infrastructure to connect other actors of the economy such as logistics, energy, mobility, or communication",P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern312,Do more to address the job,Look beyond your typical offfering and address other jobs your customers are trying to get done,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern313,Educators,"Create an deliver educational offerings, often online",P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern314,Efficiency-based,Use human or capital resources efficiently to produce commonalities in a competitive market,P20,,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049",#N/D,,,,,
Pattern315,E-Mail,Communicate with stakeholders via e-mails rather than print and mail,P20,,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049",#N/D,,,,,
Pattern316,E-Mall,"Build a platform for a collection of e-shops, usually enhanced by a common umbrella, for example, of a well-known brand",P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern317,Enterprise resource planning,Use an integrated back office system to optimize business processes and thereby reduce costs,P20,,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049",#N/D,,,,,
Pattern318,Entrepeneur,"Create and sell financial assets, often creating and selling firms",P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern319,E-procurement,Conduct tendering and procurement electronically,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern320,E-retailer,"Assume control of inventory, set a non-negotiable price, and sell physical products online",P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern321,E-shop,Build a web shop to sell products or services online,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern322,Exclusive market-making,"Bring together specific, highly targeted, qualified audiences for trading",P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern323,Experience destination,Use a carefully designed environment to attract customers who pay premium prices,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern324,Experience selling,"Allow the client to experience the product, often via a sales force and a pyramid commission structure; traditionally applied for cosmetic products",P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern325,Financial broker,Match buyers and sellers of financial assets,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
Pattern326,Financial landlord,Let others use cash (or other financial assets) under certain (often time-limited) conditions,P20,P1,2017,Business model innovation,"Remane, G., Hanelt, A., Tesch, J. F., & Kolbe, L. M. (2017). The Business Model Pattern Database-A Tool For Systematic Business Model Innovation. International Journal of Innovation Management, 21(1). https://doi.org/10.1142/S1363919617500049","Weking, J., Hein, A., Böhm, M., & Krcmar, H. (2018). A hierarchical taxonomy of business model patterns. Electronic Markets, 9(1), 97–104. https://doi.org/10.1007/s12525-018-0322-5",,,,,
